Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response
1952,0,0,72228.0,0,0,1353974400,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,0
1973,0,1,73926.0,0,0,1362182400,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0
1965,0,1,29672.0,1,1,1363046400,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0
1974,0,2,34421.0,1,0,1372636800,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0
1973,0,2,26228.0,1,0,1379808000,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0
1988,0,0,68655.0,0,0,1344556800,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0
1954,0,2,46734.0,0,1,1353196800,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0
1955,0,1,42586.0,1,1,1351468800,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1
1975,4,0,41658.0,1,1,1352419200,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0
1957,0,1,26091.0,1,1,1393286400,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0
1969,0,0,54803.0,0,1,1345507200,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0
1964,2,0,63972.0,0,1,1354406400,93,928,63,254,0,12,12,4,5,4,10,4,0,1,0,0,0,0,0
1976,0,2,39356.0,1,1,1395187200,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0
1958,4,0,85485.0,0,0,1403308800,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0
1976,2,1,30560.0,1,0,1372291200,6,9,1,5,4,5,7,1,1,0,3,7,0,0,0,0,0,0,0
1952,1,2,77610.0,0,1,1351468800,70,1245,33,332,21,33,16,2,4,7,4,7,0,0,0,0,0,0,0
1951,2,2,27450.0,0,0,1365984000,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0
1980,4,0,31859.0,1,0,1393459200,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0
1950,1,2,48699.0,1,1,1369094400,90,26,1,10,2,0,1,1,1,0,3,5,0,0,0,0,0,0,0
1994,0,1,80685.0,0,0,1345593600,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0
1959,4,3,59052.0,0,1,1384646400,29,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,0
1976,1,3,70179.0,0,1,1374364800,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,0
1969,2,1,35924.0,1,1,1395532800,56,8,0,14,2,3,7,1,1,0,3,5,0,0,0,0,0,0,0
1972,0,2,59666.0,1,1,1363910400,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,0
1954,1,0,90933.0,0,0,1396224000,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0
1951,0,2,30833.0,1,1,1373932800,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0
1971,1,2,60585.0,1,1,1372032000,17,267,42,309,55,42,21,10,7,4,9,5,0,0,0,0,0,0,1
1970,0,2,22979.0,1,0,1346889600,29,16,17,19,20,21,22,3,3,2,2,8,0,0,0,0,0,0,1
1957,4,3,77297.0,0,0,1359158400,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0
1971,0,3,1730.0,0,0,1400371200,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0
1955,2,2,38452.0,1,1,1396137600,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0
1950,1,1,59292.0,0,1,1371081600,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0
1987,0,0,23442.0,1,0,1356307200,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,0
1983,0,1,39453.0,1,0,1396483200,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0
1983,0,2,39922.0,1,0,1360800000,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0
1975,0,1,59481.0,0,1,1382486400,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0
1952,2,2,33444.0,1,1,1351900800,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0
1980,0,2,82497.0,0,0,1351641600,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0
1989,0,0,46107.0,1,0,1391990400,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,0
1969,1,2,94871.0,0,2,1346457600,99,169,24,553,188,0,144,1,8,5,4,7,0,1,1,0,0,0,1
1985,0,0,70596.0,0,0,1349395200,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0
1976,2,1,30560.0,1,0,1372291200,6,9,1,5,4,5,7,1,1,0,3,7,0,0,0,0,0,0,0
1976,2,1,65104.0,0,1,1384387200,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,1
1970,4,3,25959.0,1,1,1360800000,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,1
1965,0,1,71613.0,0,0,1377043200,26,426,49,127,111,21,42,1,8,2,10,4,0,0,0,0,0,0,0
1965,4,3,64176.0,0,1,1343952000,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,0
1968,0,2,51287.0,1,1,1396310400,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0
1972,0,2,36026.0,2,1,1394928000,34,20,4,10,6,4,17,2,2,0,3,6,0,0,0,0,0,0,0
1899,1,1,83532.0,0,0,1380153600,36,755,144,562,104,64,224,1,4,6,4,1,0,0,1,0,0,0,0
1971,1,2,78931.0,0,0,1382659200,19,331,197,170,58,152,35,1,2,8,13,1,0,0,0,0,0,0,0
1966,2,2,38179.0,1,1,1363219200,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0
1970,0,0,22585.0,0,0,1363564800,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,1
1978,2,2,88097.0,1,0,1345248000,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,1
1986,4,2,7500.0,1,0,1360195200,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,0
1983,2,0,31788.0,1,0,1395273600,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0
1985,0,0,29760.0,1,0,1346198400,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0
1958,0,2,61074.0,0,1,1345161600,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0
1991,3,0,26868.0,1,0,1398816000,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,0
1967,0,0,46904.0,1,1,1351900800,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0
1962,0,1,51195.0,1,1,1364774400,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0,0,0
1965,0,0,66294.0,0,0,1395014400,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,0
1971,0,4,45684.0,1,0,1385942400,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,0,0
1956,0,3,26150.0,2,1,1362960000,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0
1943,1,2,75865.0,0,0,1396224000,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,0
1960,0,2,29315.0,1,1,1396742400,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0
1949,1,4,51569.0,0,1,1360627200,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1
1975,2,0,31160.0,1,0,1379289600,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0
1987,0,0,46923.0,1,0,1345593600,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,0
1949,2,2,62845.0,1,1,1349049600,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,1
1956,2,2,90226.0,0,0,1348617600,26,1083,108,649,253,151,108,1,4,7,12,2,0,0,0,1,0,0,0
1969,2,1,44602.0,1,1,1392422400,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,0
1976,0,3,12571.0,1,0,1390003200,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0
1976,1,2,68397.0,0,1,1384646400,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,0
1976,1,1,37395.0,1,0,1398988800,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0
1953,0,2,48686.0,1,2,1386115200,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0
1955,0,2,65210.0,0,1,1394409600,25,626,0,70,0,7,28,2,9,3,8,6,0,1,0,1,0,0,0
1972,0,1,84906.0,0,0,1380844800,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0
1975,0,2,79205.0,0,0,1346198400,73,504,23,117,179,28,44,1,6,5,4,4,0,0,0,1,0,0,1
1954,0,2,59111.0,0,0,1367452800,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0
1981,0,0,72066.0,0,0,1403481600,55,1003,34,536,134,51,34,1,4,6,6,2,0,0,1,1,0,0,1
1971,0,4,30372.0,1,1,1356393600,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0
1970,1,2,59892.0,0,1,1383350400,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0
1962,1,2,54693.0,0,1,1361059200,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0
1958,1,1,77863.0,0,0,1385510400,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0
1950,0,1,34026.0,1,1,1375660800,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0
1990,0,2,18929.0,0,0,1360972800,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0
1946,2,2,66835.0,0,0,1380326400,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0
1965,0,1,33456.0,1,1,1398038400,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,0
1980,4,0,45889.0,0,1,1372723200,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,0
1985,0,2,44322.0,1,0,1402876800,30,46,0,40,3,0,3,2,3,0,3,8,0,0,0,0,0,0,0
1966,0,2,61286.0,0,1,1375401600,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0
1960,2,2,30522.0,0,1,1345161600,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0
1984,0,2,90000.0,0,0,1387756800,91,675,144,133,94,192,241,1,4,8,5,1,1,0,1,1,0,0,0
1977,0,1,55375.0,0,1,1381968000,3,42,11,57,10,28,14,1,1,1,6,2,0,0,0,0,0,0,0
1973,2,3,44051.0,1,1,1359417600,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,0,1
1975,1,1,61905.0,0,1,1391472000,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0
1969,1,0,48240.0,0,0,1352419200,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1
1964,1,2,45759.0,1,1,1361577600,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0
1964,4,1,68316.0,0,1,1351987200,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,0
1985,0,0,22327.0,1,0,1375401600,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0
1975,0,2,48178.0,1,1,1351382400,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,0
1970,1,1,77622.0,0,2,1397433600,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0
1977,0,1,33178.0,1,0,1391040000,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0
1977,0,0,23763.0,1,0,1344297600,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,0
1971,0,2,52531.0,0,0,1356825600,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0
1951,1,0,64950.0,0,1,1344729600,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,0
1976,4,1,25176.0,1,1,1376092800,79,4,0,4,0,0,5,1,1,0,2,7,0,0,0,0,0,0,0
1976,3,3,9548.0,1,0,1344384000,31,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,0
1959,0,1,71367.0,0,0,1377216000,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0
1979,0,2,71626.0,0,0,1351728000,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0
1983,0,1,22010.0,1,0,1372550400,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0
1976,0,1,36283.0,1,1,1397433600,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,0
1976,4,1,36301.0,1,0,1382659200,53,11,12,35,3,5,12,1,3,0,3,7,0,0,0,0,0,0,0
1972,1,2,43269.0,1,0,1379289600,61,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0
1962,1,4,82571.0,0,0,1396396800,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0
1973,0,1,57100.0,0,0,1386115200,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,0
1986,0,2,25252.0,1,0,1373587200,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0
1946,1,0,82800.0,0,0,1353715200,23,1006,22,115,59,68,45,1,7,6,12,3,0,0,1,1,0,0,1
1972,2,0,46423.0,1,1,1379462400,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0
1955,2,2,38452.0,1,1,1396137600,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0
1979,2,2,32765.0,1,0,1393113600,49,13,3,17,7,3,3,2,2,0,4,5,0,0,0,0,0,0,0
1975,0,1,76532.0,1,1,1378684800,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0
1969,2,1,52247.25135379061,1,1,1368835200,52,375,42,48,94,66,96,7,4,10,4,3,0,0,0,0,0,0,0
1974,0,2,44989.0,0,1,1347408000,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0
1955,0,3,49431.0,0,1,1343952000,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0
1946,1,1,64014.0,2,1,1402358400,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0
1965,0,2,69139.0,0,1,1390780800,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0
1969,1,0,66582.0,0,0,1393804800,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,0
1973,1,2,85844.0,0,0,1401321600,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,0
1973,1,0,46854.0,1,1,1396224000,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,1
1972,1,1,34578.0,2,1,1397174400,1,7,0,1,0,0,0,1,1,0,2,6,0,0,0,0,0,0,0
1977,0,2,34380.0,1,0,1367452800,68,72,7,58,13,1,24,4,4,1,3,8,0,0,0,0,0,0,0
1951,0,2,44689.0,1,1,1389312000,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0
1968,0,2,64590.0,0,0,1350172800,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0
1976,1,3,70179.0,0,1,1374364800,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,0
1985,1,2,18169.0,1,0,1361232000,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0
1988,1,2,67546.0,0,0,1346371200,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0
1955,0,2,74268.0,0,0,1360800000,83,199,66,315,97,174,41,1,4,3,5,2,0,0,0,0,0,0,0
1981,0,1,42162.0,1,0,1384819200,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1
1975,2,2,92163.0,0,0,1355270400,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1
1965,0,0,69263.0,0,1,1393977600,14,492,5,32,13,5,21,1,9,1,7,6,0,1,0,0,0,0,0
1975,0,1,22280.0,1,0,1368921600,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0
1954,0,3,85683.0,0,0,1395360000,6,1296,17,311,45,69,51,1,2,4,10,1,0,1,1,1,1,0,1
1963,0,2,77437.0,0,0,1385424000,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0
1960,1,2,77037.0,0,1,1381622400,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,0
1982,0,1,19444.0,1,0,1393027200,8,16,0,23,3,2,10,3,4,1,2,7,0,0,0,0,0,0,1
1954,0,0,36130.0,0,1,1359763200,46,157,43,127,68,56,37,6,3,8,4,4,1,0,0,0,0,0,1
1976,0,0,47025.0,0,1,1383782400,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0
1976,0,2,30772.0,1,1,1394582400,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,0
1959,1,0,52247.25135379061,0,0,1383609600,80,81,11,50,3,2,39,1,1,3,4,2,0,0,0,0,0,0,0
1972,0,0,38808.0,1,0,1345939200,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1
1963,0,3,33378.0,1,1,1360108800,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0
1975,0,0,33249.0,1,0,1361318400,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0
1959,1,0,34554.0,0,1,1396137600,43,41,1,6,2,0,5,2,2,0,3,6,0,0,0,0,0,0,0
1974,1,2,40344.0,0,1,1381622400,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0
1976,0,3,30992.0,1,0,1366588800,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,0
1965,0,0,61559.0,0,1,1374019200,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0
1969,0,2,52413.0,0,2,1359763200,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,0
1970,1,2,55158.0,1,1,1343606400,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1
1971,1,1,78642.0,0,1,1366502400,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0
1978,4,1,52247.25135379061,0,0,1344729600,53,32,2,1607,12,4,22,0,0,0,1,0,0,1,0,0,0,0,0
1951,0,2,34838.0,1,1,1358553600,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0
1979,3,0,15862.0,1,0,1372291200,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,0
1968,2,0,50014.0,1,0,1390348800,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,0
1978,0,1,22775.0,1,0,1371600000,40,5,1,8,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0
1951,0,0,60689.0,0,1,1370044800,23,240,90,216,63,6,24,4,4,4,10,3,0,0,0,0,0,0,0
1962,0,0,69627.0,0,1,1363478400,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0
1987,0,3,81361.0,0,0,1393286400,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,1
1973,0,3,71128.0,1,0,1349481600,80,958,159,447,20,0,31,3,2,10,12,7,0,0,0,0,0,0,0
1959,0,2,61180.0,0,1,1398211200,70,403,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,0,0
1959,1,4,67786.0,0,0,1386374400,0,431,82,441,80,20,102,1,3,6,6,1,0,0,0,0,0,0,1
1975,0,0,33249.0,1,0,1361318400,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0
1959,0,2,65031.0,0,1,1363478400,29,258,107,291,84,37,86,4,10,3,13,7,0,0,0,0,0,0,0
1950,0,1,27203.0,1,1,1344211200,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,0
1960,0,1,62807.0,0,1,1346371200,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0
1958,4,0,38741.0,1,1,1396137600,60,7,10,17,8,6,13,2,2,0,3,7,0,0,0,0,0,0,0
1957,0,1,50116.0,1,1,1403222400,68,54,0,10,0,0,2,2,1,0,4,5,0,1,0,0,0,0,0
1972,2,3,37760.0,1,0,1376179200,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0
1979,0,2,36781.0,1,0,1397088000,16,29,1,17,0,3,13,1,2,1,2,8,0,0,0,0,0,0,1
1976,0,2,65665.0,0,1,1385942400,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0
1956,0,3,22304.0,0,0,1344038400,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,0
1973,0,2,32300.0,1,0,1357171200,1,13,3,6,6,5,6,1,1,0,3,8,0,0,0,0,0,0,0
1974,1,0,39190.0,1,0,1398470400,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,0
1978,0,0,7500.0,1,1,1356566400,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0
1977,0,1,666666.0,1,0,1370131200,23,9,14,18,8,1,12,4,3,1,3,6,0,0,0,0,0,0,0
1976,1,2,55424.0,0,1,1353801600,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,1
1975,0,0,33955.0,1,0,1376006400,92,100,2,128,23,7,10,4,5,1,5,8,0,0,0,0,0,0,0
1974,0,1,56715.0,0,0,1354665600,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0
1949,1,2,80360.0,0,0,1362268800,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0
1950,0,3,82460.0,0,0,1385942400,78,255,47,573,52,32,15,1,5,3,6,1,0,0,0,0,0,0,0
1967,0,2,22574.0,2,1,1382918400,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0
1977,0,1,96876.0,0,0,1375747200,79,908,43,735,40,194,21,1,7,7,9,2,0,1,1,1,0,0,1
1965,0,2,48006.0,1,1,1402272000,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0
1975,1,2,36663.0,1,0,1398384000,40,18,0,6,3,3,5,1,1,1,3,2,0,0,0,0,0,0,0
1948,0,0,90842.0,0,0,1375056000,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0
1968,0,1,77382.0,0,1,1389052800,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0
1973,0,2,79593.0,0,0,1399852800,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,0
1951,0,0,49090.0,0,1,1374192000,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,0
1992,2,1,42670.0,0,0,1367020800,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0
1976,0,1,51369.0,0,1,1351123200,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0
1978,4,1,38702.0,1,0,1375315200,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0
1971,2,2,56850.0,0,1,1395532800,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,0
1979,0,1,34350.0,1,0,1382140800,81,16,3,15,2,1,11,1,1,0,3,7,0,0,0,0,0,0,0
1977,1,2,69389.0,0,1,1348790400,17,422,7,238,69,46,15,1,7,2,12,4,0,0,0,0,0,0,0
1972,2,2,57136.0,1,1,1373328000,48,306,5,109,21,109,92,9,5,2,10,6,0,0,0,0,0,0,0
1952,0,3,49638.0,0,1,1397865600,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0
1985,0,0,72903.0,0,0,1383004800,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1
1977,4,0,31878.0,0,1,1403395200,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0
1970,4,2,15315.0,0,0,1375488000,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0
1973,4,2,35688.0,2,1,1345593600,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0
1982,0,1,40479.0,1,0,1376697600,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0
1976,2,2,81929.0,1,0,1348876800,60,1486,55,278,49,0,185,2,4,4,10,6,1,0,1,0,0,0,1
1975,0,3,83829.0,0,0,1381190400,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1
1969,0,1,38361.0,1,0,1388102400,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0
1958,2,1,42315.0,0,1,1373587200,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0
1972,0,2,65685.0,0,1,1396051200,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0
1968,2,3,41335.0,1,0,1388016000,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0
1970,1,2,80336.0,0,0,1378684800,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0
1967,1,3,28420.0,1,0,1387843200,36,4,2,5,2,0,0,1,1,0,2,6,0,0,0,0,0,0,0
1987,4,2,30390.0,0,0,1378080000,5,10,12,12,25,1,20,1,2,0,3,6,0,0,0,0,0,0,0
1977,1,2,61996.0,0,1,1359590400,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1
1982,0,2,79908.0,0,0,1365120000,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0
1976,2,1,37509.0,1,0,1347408000,24,37,5,56,12,8,5,2,3,0,4,7,0,0,0,0,0,0,0
1978,0,2,71427.0,2,0,1394582400,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0
1964,1,2,65526.0,0,1,1397174400,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0
1991,0,2,51373.0,0,0,1371859200,37,83,2,101,64,26,117,1,3,5,3,4,0,0,0,0,0,0,0
1986,4,1,20491.0,0,0,1359072000,16,5,4,5,4,2,10,1,0,1,2,7,0,0,0,0,0,0,0
1990,0,2,18222.0,0,0,1356912000,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,0
1976,0,2,56939.0,0,1,1379462400,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,0
1970,0,0,33697.0,1,0,1379203200,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0
1972,4,0,65704.0,0,0,1381622400,18,279,172,74,38,8,246,1,2,10,10,1,0,0,0,0,0,0,0
1947,2,1,78093.0,0,0,1386720000,53,368,32,639,13,43,10,1,4,7,5,1,0,0,0,0,0,0,0
1959,0,3,52332.0,0,0,1377648000,63,212,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,0,0
